epoch,AUC
0,0.15816646814346313
50,0.12665331363677979
100,0.4252502918243408
150,0.31976503133773804
200,0.1905921995639801
250,0.3646370768547058
300,0.3713867664337158
350,0.0
400,0.01641474850475788
450,0.31442850828170776
500,0.4885497987270355
550,0.26742279529571533
600,0.43203312158584595
650,0.21429185569286346
700,0.516952395439148
750,0.24078667163848877
800,0.6070630550384521
850,0.41220736503601074
900,0.5613281726837158
950,0.48338019847869873
1000,0.11421039700508118
