epoch,AUC
0,0.09759317338466644
100,0.4728721082210541
200,0.22287477552890778
300,0.468639075756073
400,0.7162023782730103
500,0.8094958662986755
600,0.8174883723258972
700,0.6489449143409729
800,0.9260260462760925
900,0.7280780076980591
1000,0.4131097197532654
